isbn,title,author,year
9780698184890,Just One Night,Gayle Forman,2014
9780765326580,The Gate Thief,Orson Scott Card,2013
9780399155970,U Is for Undertow,Sue Grafton,2009
9780446676980,"Wild Seed (Patternmaster, #1)",Octavia E. Butler,1980
9780886774640,By the Sword,Mercedes Lackey,1991
9780441018190,Silver Borne,Patricia Briggs,2010
9780345516530,Under the Wide and Starry Sky,Nancy Horan,2014
9780884944450,The Miracle of Forgiveness,Spencer W. Kimball,1969
9780062278970,A Thousand Pieces of You,Claudia Gray,2014
9780689869130,The Rivers of Zadaa,D.J. MacHale,2005
9780224097000,H is for Hawk,Helen Macdonald,2015
9780006479670,If Tomorrow Comes,Sidney Sheldon,1985
9781857231330,The Wishsong of Shannara ,Terry Brooks,1985
9780385490820,The Handmaid's Tale,Margaret Atwood,1985
9780425176080,Airport,Arthur Hailey,1968
9781594561860,The Cask of Amontillado,Edgar Allan Poe,1846
9780425182130,Hammer of the Gods,Stephen Davis,1985
9780385342320,The Weed That Strings the Hangman's Bag,Alan Bradley,2010
9780143035060,Out to Canaan (Mitford),Jan Karon,1997
9780765309420,The Android's Dream,John Scalzi,2006
9781455554590,Blackout: Remembering the Things I Drank to Forget,Sarah Hepola,2015
9781101875050,In the Unlikely Event,Judy Blume,2015
9780547054840,Indignation,Philip Roth,2008
9781743342370,Lick,Kylie Scott,2013
9780552148030,King of the Murgos,David Eddings,1988
9780679730020,The Wives of Henry VIII,Antonia Fraser,1992
9780385342060,I've Got Your Number,Sophie Kinsella,2011
9780439827610,"Harry Potter Collection (Harry Potter, #1-6)",J.K. Rowling,2005
9780099417480,In the Night Kitchen,Maurice Sendak,1970
9780440184620,Tai-Pan,James Clavell,1966
9780316069910,Eating Animals,Jonathan Safran Foer,2009
9780312986350,Visions of Sugar Plums,Janet Evanovich,2002
9780553804910,Emotional Intelligence,Daniel Goleman,1995
9781400052170,The Immortal Life of Henrietta Lacks,Rebecca Skloot,2010
9781416991760,Pathfinder,Orson Scott Card,2010
9780425193820,Fudge-a-Mania,Judy Blume,1990
9780061230940,The Last Oracle,James Rollins,2008
9780345348660,The Illearth War,Stephen R. Donaldson,1977
9781416549120,The Other Queen,Philippa Gregory,2008
9780684859230,To Have and Have Not ,Ernest Hemingway,1937
9780385343660,The Imperfectionists,Tom Rachman,2010
9780440236730,Gone for Good,Harlan Coben,2002
9781577314810,The Power of Now,Eckhart Tolle,1997
9780451200820,North and South,John Jakes,1982
9780446617680,Sex and the City,Candace Bushnell,1996
9780307279900,The Children of Men,P.D. James,1992
9781426858320,"Winter's Passage (Iron Fey, #1.5)",Julie Kagawa,2010
9780778324330,Poison Study,Maria V. Snyder,2005
9780312948560,Still Life,Louise Penny,2005
9781581345280,This Present Darkness,Frank E. Peretti,1986
9780062236680,This Is the Story of a Happy Marriage,Ann Patchett,2011
9780374384720,The Winner's Crime,Marie Rutkoski,2015
9780385341070,Mister Pip,Lloyd Jones,2006
9781570820880,Disney's the Lion King (Disney Classic Series),Don Ferguson,1994
9780345412220,The Last Don,Mario Puzo,1996
9780553264910,The Devil's Alternative,Frederick Forsyth,1979
9780316236540,"Go Away, Big Green Monster!",Ed Emberley,1992
9780765343260,Son of the Shadows,Juliet Marillier,2000
9780007158480,Fox in Socks,Dr. Seuss,1965
9781414310560,The Negotiator,Dee Henderson,2000
9781608195220,Salvage the Bones,Jesmyn Ward,2010
9780765326360,Words of Radiance,Brandon Sanderson,2014
9780988369470,One Week Girlfriend,Monica  Murphy,2013
9780142002060,Diamonds are Forever,Ian Fleming,1956
9781423337450,Creation in Death ,J.D. Robb,2007
9780425209930,Whispers,Dean Koontz,1980
9780312206480,Excalibur,Bernard Cornwell,1997
9781416916180,Five Little Peppers and How They Grew,Margaret Sidney,1881
9780964729230,The Shack: Where Tragedy Confronts Eternity,William Paul Young,2007
9780767903870,Down Under,Bill Bryson,2000
9780786891080,Where Rainbows End,Cecelia Ahern,2004
9780515142820,"Danse Macabre (Anita Blake, Vampire Hunter, #14)",Laurell K. Hamilton,2006
9780007173040,How the Grinch Stole Christmas!,Dr. Seuss,1957
9780803731530,The Looking Glass Wars,Frank Beddor,2004
9780451462800,Skinwalker,Faith Hunter,2009
9780199291150,The Selfish Gene,Richard Dawkins,1976
9780849945110,Blink,Ted Dekker,2002
9780385722440,Ella Minnow Pea: A Novel in Letters,Mark Dunn,2001
9780553582450,The Golden Fool,Robin Hobb,2002
9780671744210,The Secret,Julie Garwood,1992
9780345471180,On Mystic Lake,Kristin Hannah,1999
9781416530720,"Whitney, My Love",Judith McNaught,1985
9780375829830,Saving Francesca,Melina Marchetta,2003
9781742750020,A Cup of Friendship,Deborah Rodriguez,2011
9781585673930,"Carry On, Jeeves",P.G. Wodehouse,1925
9780330487190,A House for Mr. Biswas,V.S. Naipaul,1961
9780525953080,Fear Nothing,Lisa Gardner,2014
9780670021670,My Name Is Mary Sutter,Robin Oliveira,2010
9781897299210,Pyongyang,Guy Delisle,2003
9780060502940,Going Postal,Terry Pratchett,2004
9781416509650,The Farthest Shore,Ursula K. Le Guin,1972
9781496166400,The Murders in the Rue Morgue,Edgar Allan Poe,1841
9780099481680,Skipping Christmas,John Grisham,2001
9788807813020,Novecento,Alessandro Baricco,1994
9780060653200,The Weight of Glory,C.S. Lewis,1949
9780316065760,The Blood of Flowers,Anita Amirrezvani,2007
9780689871210,"Over Sea, Under Stone",Susan Cooper,1965
9780060584030,Motor Mouth,Janet Evanovich,2006
9780743484190,Certain Prey,John Sandford,1999
9780758216410,Succubus Blues,Richelle Mead,2007
9780515144670,The Pagan Stone,Nora Roberts,2008
9780385522270,Where Men Win Glory: The Odyssey of Pat Tillman,Jon Krakauer,2008
9780804178430,Half the World,Joe Abercrombie,2015
9780345335710,Castle of Wizardry,David Eddings,1984
9780241003010,The Very Hungry Caterpillar,Eric Carle,1969
9781416560620,The Power of Positive Thinking,Norman Vincent Peale,1952
9780751504580,Eyes of the Dragon,Stephen King,1987
9780399159890,Whiskey Beach,Nora Roberts,2013
9782246760020,HHhH,Laurent Binet,2009
9780345539790,Red Rising,Pierce Brown,2014
9780848809970,The Love Song of J. Alfred Prufrock and Other Poems,T.S. Eliot,1915
9781591842330,Tribes: We Need You to Lead Us,Seth Godin,2008
9780375870900,Escape from Mr. Lemoncello's Library,Chris Grabenstein,2013
9781452365860,Fire Burn and Cauldron Bubble,H.P. Mallory,2010
9780380817930,Olympos,Dan Simmons,2005
9780385339600,The Rainmaker,John Grisham,1995
9780810984260,The Strange Case of Origami Yoda,Tom Angleberger,2010
9781416549970,The Broken Window,Jeffery Deaver,2008
9780593046360,The Crippled God,Steven Erikson,2011
9780441569600,Neuromancer,William Gibson,1984
9780312377020,"A Rule Against Murder (Armand Gamache, #4)",Louise Penny,2008
9780439023510,Mockingjay,Suzanne Collins,2010
9780375836570,The Realm of Possibility,David Levithan,2004
9780062072060,Through the Ever Night,Veronica Rossi,2013
9780375724670,True History of the Kelly Gang,Peter Carey,2000
9780316166290,The Brass Verdict,Michael Connelly,2008
9781419704280,Splintered,A.G. Howard,2013
9780307406100,Infected,Scott Sigler,2008
9780385737940,The Maze Runner,James Dashner,2009
9780345464020,Saving Fish from Drowning: A Novel,Amy Tan,2005
9780345468700,Blessings,Anna Quindlen,2002
9780765375860,Lock In,John Scalzi,2014
9780380017610,Love Story,Erich Segal,1970
9780007165160,The Sands of Time,Sidney Sheldon,1985
9780671670690,Dawn ,V.C. Andrews,1990
9780330517100,Imperial Bedrooms,Bret Easton Ellis,2010
9780689878370,Stone Soup (Stories to Go!),Marcia Brown,1947
9780316905750,"Vampire Mountain (Cirque du Freak, #4) ",Darren Shan,2001
9780803737200,The Catastrophic History of You and Me,Jess Rothenberg,2012
9780007198920,A Place Called Here,Cecelia Ahern,2006
9780786836610,SilverFin,Charlie Higson,2005
9780679722630,The Thin Man,Dashiell Hammett,1934
9781582342150,All Families Are Psychotic,Douglas Coupland,2001
9780312976280,Hot Six,Janet Evanovich,2000
9781593070950,Hellboy: Wake the Devil,Mike Mignola,1994
9781101875940,Sweetbitter,Stephanie Danler,2016
9780151012700,Merle's Door: Lessons from a Freethinking Dog,Ted Kerasote,2007
9781402208770,Mr. Darcy's Diary,Amanda Grange,2005
9780061957900,A Perfect Blood,Kim Harrison,2012
9780393068470,Packing for Mars: The Curious Science of Life in the Void ,Mary Roach,2010
9781857989340,The Gods Themselves,Isaac Asimov,1972
9780007350480,One Hundred Names,Cecelia Ahern,2012
9780061449090,Lies,Michael  Grant,2010
9781423166010,Perfect Scoundrels,Ally Carter,2013
9781465341880,Consequences,Aleatha Romig,2011
9781400043930,The Keep,Jennifer Egan,2006
9780312939040,E Is for Evidence,Sue Grafton,1988
9780345543000,Turbo Twenty-Three,Janet Evanovich,2016
9780553212280,The Tell-Tale Heart,Edgar Allan Poe,1843
9780062277020,LaRose,Louise Erdrich,2016
9781400064660,Peony in Love,Lisa See,2007
9780380726300,Sacred,Dennis Lehane,1997
9780553572940,Endymion,Dan Simmons,1996
9780670032080,Financial Peace Revisited,Dave Ramsey,1992
9781423104000,The Opal Deception,Eoin Colfer,2005
9780763655980,I Want My Hat Back,Jon Klassen,2011
9780060515200,Anansi Boys,Neil Gaiman,2005
9780312965780,All Creatures Great And Small,James Herriot,1972
9780007113800,Murder in Mesopotamia,Agatha Christie,1936
9780804178330,Half a King,Joe Abercrombie,2014
9780385340400,A Breath of Snow and Ashes,Diana Gabaldon,2005
9780689860070,Dragonsinger,Anne McCaffrey,1977
9780141187170,On Photography,Susan Sontag,1973
9781557488150,In His Steps,Charles M. Sheldon,1896
9780446579670,Wild Fire,Nelson DeMille,2006
9780425185470,Open Season,C.J. Box,2001
9781455549010,The Edge of Always,J.A. Redmerski,2013
9780061566080,Wicked,Sara Shepard,2008
9780450574580,Needful Things,Stephen King,1991
9781591840210,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin,2003
9782723467830,Le bleu est une couleur chaude,Julie Maroh,2010
9780743496970,I Do (But I Don't),Cara Lockwood,2003
9780552998760,Tales of the City,Armistead Maupin,1978
9780060987560,I Know This Much Is True ,Wally Lamb,1998
9781582408840,"The Walking Dead, Vol. 8: Made To Suffer",Robert Kirkman,2008
9780333761180,The Rats,James Herbert,1974
9780525471350,Skippyjon Jones,Judy Schachner,2003
9780062318330,The Selection Stories: The Prince & The Guard,Kiera Cass,2014
9780451452310,Better Than Life,Grant Naylor,1990
9780140157730,Virtual Light,William Gibson,1993
9780425200410,Generation Kill,Evan Wright,2004
9780786943400,The Orc King,R.A. Salvatore,2007
9780316097770,Dare Me,Megan Abbott,2012
9781467964400,Wife by wednesday,Catherine Bybee,2011
9781476248950,Motorcycle Man,Kristen Ashley,2012
9780061257090,The Shoemaker's Wife,Adriana Trigiani,2012
9781400067110,Shanghai Girls,Lisa See,2009
9780375423800,Black Hole,Charles Burns,1995
9780312599060,Invincible (Chronicles of Nick #2),Sherrilyn Kenyon,2011
9780714833550,The Story of Art,E.H. Gombrich,1950
9780307962900,Astonish Me,Maggie Shipstead,2014
9780007201100,Ya-Yas in Bloom,Rebecca Wells,2005
9781580495870,The Red Badge of Courage,Stephen Crane,1871
9780743466780,Chill Factor,Sandra Brown,2005
9780618562040,Empress Orchid,Anchee Min,2003
9780517223540,Sarum: The Novel of England,Edward Rutherfurd,1987
9780140436040,The Monk,Matthew      Lewis,1796
9780060988240,Getting Over It,Anna Maxted,2000
9780786838190,The Disreputable History of Frankie Landau-Banks,E. Lockhart,2008
9781456527730,Sempre,J.M. Darhower,2014
9780312595680,Never Knowing,Chevy Stevens,2011
9780060888640,Sword Song,Bernard Cornwell,2007
9780061726810,Before I Fall,Lauren Oliver,2010
9780007120680,Hallowe'en Party,Agatha Christie,1969
9780345349580,A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,1978
9780553589380,Kiss of Midnight,Lara Adrian,2007
9780375833650,Wildwood Dancing,Juliet Marillier,2007
9781782115080,Reasons To Stay Alive ,Matt Haig,2015
9780743437320,The Lost City of Faar,D.J. MacHale,2003
9781250076430,The Forgetting Time,Sharon Guskin,2016
9780393064480,The Swerve: How the World Became Modern,Stephen Greenblatt,2011
9780761169250,Steal Like an Artist,Austin Kleon,2010
9780553588120,Prince of the Blood,Raymond E. Feist,1989
9780758272830,Spark,Brigid Kemmerer,2012
9781931514610,Paradise Kiss 1,Ai Yazawa,2000
9780553268460,The Dogs of War,Frederick Forsyth,1974
9780786887580,Napalm & Silly Putty,George Carlin,2001
9780060548250,The Crystal Cave,Mary  Stewart,1970
9780765343440,Daughter of the Forest,Juliet Marillier,1999
9780062295900,Girl in a Band,Kim Gordon,2015
9780385528050,The Confession,John Grisham,2010
9781571316520,Perfect,Natasha Friend,2004
9780375725340,The Art of Travel,Alain de Botton,2002
9780345540870,The Life List,Lori Nelson Spielman,2013
9780374515360,The Complete Stories,Flannery O'Connor,1971
9780141320630,Once,Morris Gleitzman,2005
9780060514100,Molly Moon's Incredible Book of Hypnotism,Georgia Byng,2002
9780446571620,Simply Irresistible,Jill Shalvis,2010
9780763622600,Feed,M.T. Anderson,2002
9781592401820,Candy Girl,Diablo Cody,2005
9780786938250,The Halfling's Gem,R.A. Salvatore,1990
9780061144840,The Pale Rider,Bernard Cornwell,2005
9780590224730,Kristy's Great Idea,Ann M. Martin,1986
9780449003790,"""P"" is for Peril",Sue Grafton,2000
9780060589360,...and that's when it fell off in my hand,Louise Rennison,2004
9780061120060,Their Eyes Were Watching God,Zora Neale Hurston,1937
9780804113470,Ladder of Years,Anne Tyler,1995
9780006478970,Night Prey,John Sandford,1994
9781401303360,The Middle Place,Kelly Corrigan,2005
9780684193950,All That Remains,Patricia Cornwell,1992
9780340911720,Mad Dogs,Robert Muchamore,2007
9780440487620,A Wind in the Door,Madeleine L'Engle,1973
9780062012010,Dreamless,Josephine Angelini,2012
9780345524610,Whispers Under Ground,Ben Aaronovitch,2012
9780684803870,The Daughter of Time,Josephine Tey,1951
9780765379950,All the Birds in the Sky,Charlie Jane Anders,2016
9780316017440,The Terror,Dan Simmons,2007
9780575132500,Foxglove Summer,Ben Aaronovitch,2014
9781250046390,Once We Were Brothers,Ronald H. Balson,2010
9780062085480,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,2011
9780385532920,Lawrence in Arabia,Scott Anderson,2013
9780446607280,Angels Flight,Michael Connelly,1999
9780756403140,Black Sun Rising,C.S. Friedman,1991
9780552152170,Not Without My Daughter,Betty Mahmoody,1987
9780060519540,The Secret Hour,Scott Westerfeld,2004
9780786891120,Brain Droppings,George Carlin,1997
9780062351200,The Queen,Kiera Cass,2014
9780062219690,Die Kunst des klaren Denkens,Rolf Dobelli,2011
9780312368470,Sweetheart,Chelsea Cain,2008
9780061767590,L.A. Candy,Lauren Conrad,2009
9780446500040,Kushiel's Mercy,Jacqueline Carey,2001
9780060652940,The Abolition of Man,C.S. Lewis,1943
9780061351430,Slash,"Slash, Anthony Bozza",2007
9780385344340,Never Go Back ,Lee Child,2013
9780142004330,Maisie Dobbs,Jacqueline Winspear,2003
9780517219030,Three Complete Novels: Carrie/Salem's Lot/The Shining,Stephen King,1983
9780380714760,The True Confessions of Charlotte Doyle,Avi,1990
9781416913180,Two-Way Street,Lauren Barnholdt,2007
9780345313160,Bearing an Hourglass,Piers Anthony,1984
9780449000620,G is for Gumshoe,Sue Grafton,1990
9780439858050,The Other Side of Dawn,John Marsden,1999
9780758216430,Succubus Dreams ,Richelle Mead,2008
9781419717020,Old School,Jeff Kinney,2015
9780452285930,Stolen,Kelley Armstrong,2002
9780060882080,Queste,"Angie Sage, Mark Zug",2008
9781442402000,Nevermore,Kelly Creagh,2010
9780307377330,Incognito: The Secret Lives of the Brain,David Eagleman,2011
9780385423600,The Last Seven Months of Anne Frank,Willy Lindwer,1988
9780345467810,First Strike,Eric S. Nylund,2003
9780345468640,Pawn of Prophecy,David Eddings,1982
9780802136690,This Boy's Life: A Memoir,Tobias Wolff,1989
9780440220460,Drop Shot,Harlan Coben,1996
9780316036180,Cross Fire,James Patterson,2010
9780312949820,Seduce Me at Sunrise,Lisa Kleypas,2008
9781439134340,Hard Magic,Larry Correia,2011
9780425212870,Slave to Sensation,Nalini Singh,2006
9780316261240,Underground Airlines,Ben H. Winters,2016
9781594201930,The Ascent of Money: A Financial History of the World,Niall Ferguson,2007
9781429981930,Everlasting,Alyson Noel,2011
9780590396430,Street Magic,Tamora Pierce,2001
9780385341970,Broken,Karin Slaughter,2010
9780446616620,Night Fall,Nelson DeMille,2004
9781476754450,Mr. Mercedes,Stephen King,2014
9780316114270,Where the Mountain Meets the Moon,Grace Lin,2009
9780373210330,"If I Die (Soul Screamers, #5)",Rachel Vincent,2011
9780307265430,The Road,Cormac McCarthy,2006
9780385334240,Slapstick,Kurt Vonnegut Jr.,1976
9780224063980,Jimmy Corrigan: The Smartest Kid on Earth,Chris Ware,2000
9781590387830,The Candy Shop War,Brandon Mull,2007
9780743413080,Helmet For My Pillow (Military History (Ibooks)),Robert Leckie,1957
9780007256750,"Victory of Eagles (Temeraire, #5)",Naomi Novik,2008
9780446573050,The Forgotten,David Baldacci,2012
9780446324820,Audrey Rose,Frank De Felitta,1975
9780441019460,Bayou Moon,Ilona Andrews,2010
9780670059840,"Llama, Llama Red Pajama",Anna Dewdney,2005
9781463756970,The Underworld,Jessica Sorensen,2011
9780385351390,The Circle,Dave Eggers,2013
9780393337130,Seven Days in the Art World,Sarah Thornton,2008
9780345481310,Black Powder War,Naomi Novik,2006
9780545040560,Being Nikki,Meg Cabot,2009
9781400033420,Beloved,Toni Morrison,1987
9780758213500,Chocolate Chip Cookie Murder,Joanne Fluke,2000
9780060935470,Old Yeller,Fred Gipson,1956
9780385341640,Faefever,Karen Marie Moning,2008
9780061997170,The Pioneer Woman: Black Heels to Tractor Wheels,Ree Drummond,2011
9780670022200,Malcolm X: A Life of Reinvention,Manning Marable,2011
9780385538500,The Winter People,Jennifer McMahon,2014
9780385518680,The Secret Between Us,Barbara Delinsky,2008
9780007302150,The Faceless Ones,Derek Landy,2008
9780446619040,"Mary, Mary",James Patterson,2005
9780525951930,Secrets to the Grave,Tami Hoag,2010
9780689865400,Specials,Scott Westerfeld,2006
9780316726190,Trading Up,Candace Bushnell,2003
9780307592840,A Visit From the Goon Squad,Jennifer Egan,2010
9780385738930,Fallen,Lauren Kate,2009
9780571212930,A Beautiful Mind,Sylvia Nasar,1998
9780307956350,The Expats,Chris Pavone,2012
9780345495970,Divine Misdemeanors ,Laurell K. Hamilton,2009
9780307958720,The Engagements,J. Courtney Sullivan,2013
